Alert_Time	Token	Adress	Market_Cap	Token_Price	Mint_Authority	LP_burned	Trending	Lord_Impact	Lord_Ratio	TwentyFourHoursVol	Lord_Score	Holders	Deployer	Deployer_Percent	Top_Holders	Liquidity_Pool_Balance	SOL_Supply
08/03 23:15:54 UTC	HODL Coin	4jUsgtgJNKtEGzymY4eT9Z3yPa3b8HKan7YMx3mnzKsM	$47,600	$0.0000476	Disabled	N/A	#0	0	8.5	$406,417 | 4670.00%	19.42	290	0.12 SOL	4.00%	49.04%	Raydium HODL/SOL $13,693	47.6 / 14.3%
09/03 00:58:16 UTC	PVF	2qCMnbrpALNJKjcFAfbQgWayGXbznY2fybsuo8NSH7JE	$46,415	$0.0000522	Disabled	N/A	#0	0	0.8	$39,434	4.94	286	0.80 SOL	0.00%	41.50%	$12,903	42.4 / 14.4%
09/03 05:28:07 UTC	BTCATH	9MnJem7aSjsAiyRe8tVM7H6cvcr9R5kuQnZ3S21FtB52	$30,456	$0.00145	Disabled	100%🔥	#0	0	1.7	$52,333 | 2623.00%	5.66	225	0.72 SOL	4.00%	52.53%	Raydium ATH/SOL $9,752	33.3 / 16.0%
09/03 06:04:32 UTC	FTX	41cdFhsmD83NCXTMatMHTB7zeP4b4fyBxcXH8xGUks7N	$38,660	$0.00386	Disabled	100%🔥	#0	0	3.5	$134,603 | 1041.00%	1.26	384	5.72 SOL	0.00%	29.77%	$12,008	40.3 / 15.6%
09/03 06:40:08 UTC	$FROG	CHsLjh8oYxwdK4r5Xx86JqwNkrRPEuH5keenMEiAv5Gd	$77,596	$0.0776	Disabled	100%	#4	20	1.3	$101,690 | 2519.00%	8.36	549	6.10 SOL	0.00%	27.05%	$15,615	52.4 / 10.1%
09/03 10:15:05 UTC	WIFA	ahmdkMQetF1igubz8tnjepziQECdU6nGpoJ7NAmqqck	$151,728	$0.0117	Disabled	100%🔥	Not Trending	0	0.6	$90,536 | 3556.00%	3.11	573	3.64 SOL	0.00%	10.65%	$22,195	75.7 / 7.3%
09/03 13:49:54 UTC	SHEPE SOL	8kuukZygBXYndtyQm6WyGVSthoqKKTfeRq9jFUM6EQJE	$239,362	$0.000239	Disabled	100%	#16	15.2	1.4	$332,069 | 19686.00%	44.83	907	9.44 SOL	0.00%	28.77%	$22,135	74.9 / 4.7%
09/03 14:41:18 UTC	MORVOL	2J2H71APiiB3bRtnUCd48dtyHhzGREBP2XDqjLBTHsCp	$50,565	$0.000506	Disabled	100%🔥	#0	0	2.5	$128,266 | 3242.00%	7.47	503	1.97 SOL	0.00%	29.49%	$11,986	41.0 / 11.8%
09/03 15:04:06 UTC	BABY EPEP	JDxHVhGyKu7pdbgHEesSCrkuM8EKRmx9qnwTN9ksjQp1	$50,814	$0.000508	Disabled	100%🔥	#0	0	1.2	$58,760 | 4744.00%	9.45	394	4.01 SOL	0.00%	31.49%	$10,440	35.4 / 10.3%
09/03 19:28:43 UTC	RUNE	4N7sQjuE94i9pdZ5grGkdj182C7U5rFF2WmMo3Rs7pCm	$88,904	$0.889	Disabled	100%🔥	#0	0	0.5	$44,998 | 2067.00%	10.90	372	0.54 SOL	0.00%	50.45%	$25,550	87.5 / 14.4%
09/03 20:16:17 UTC	Puss In Boots	Bd7NeEw1MxBJQaDNk9K9kPt9U7qwC9PY8ai8HvXtbJ2n	$62,772	$0.0000628	Disabled	100%🔥	#2	22.8	1.2	$74,865 | 6051.00%	4.49	431	0.31 SOL	4.00%	35.66%	$15,420	52.7 / 12.3%
09/03 20:25:15 UTC	BONKISHA	FDEo8ktuPJt8fbzQzvJYS6HcSfT7G15FUWyCp4FtwFqh	$84,004	$0.000840	Disabled	N/A	#0	0	0.8	$65,342	5.85	514	0.00 SOL	0.00%	57.34%	$27,857	95.3 / 16.6%
09/03 20:43:57 UTC	BOBO	ArRRiz4XsPbLXNCUWb2dqE85hPxD4MtMhec5jaJMcW5R	$196,439	$0.000221	Disabled	100%🔥	Not Trending	0	0.5	$100,647 | 20578.00%	33.66	451	1.30 SOL	0.00%	45.58%	Raydium BOBO/SOL $25,540	87.3 / 6.5%
09/03 21:42:47 UTC	Mouse Coin	CHpHUJF6osUx3QeqgXQWbwgVMC1q8EV6RUmtvGLEXskn	$47,122	$0.471	Disabled	N/A	#0	0	1.6	$76,037 | 3770.00%	9.52	382	4.52 SOL	0.00%	32.66%	Raydium MOUSE/SOL $13,405	45.4 / 14.4%
09/03 22:10:42 UTC	EPEP	RUpbmGF6p42AAeN1QvhFReZejQry1cLkE1PUYFVVpnL	$21,070,847	$0.0211	Disabled	100%	#17	17.6	1.1	$22,202,132 | 1278.00%	29.91	9798	0.01 SOL	0.00%	36.14%	Raydium EPEP/SOL $513,940	1749.7 / 1.2%
09/03 23:02:41 UTC	OGCINU	5doZSgpsKVJk9u58hsmDsq8N6oNtELvsycoFJ42P327p	$1,442,096	$0.000000240	Disabled	100%🔥	Not Trending	0	0.1	$193,563 | 4.14%	2.04	2172	0.00 SOL	0.00%	25.86%	$199,420	686.5 / 6.9%
09/03 23:16:17 UTC	DUKA	55vBYqYj8aFikm5DmrvW41GW3HH8kDoRpSsdGu6BnLWs	$58,247	$0.00000582	Disabled	N/A	#0	0	3.5	$205,150	17.50	438	0.83 SOL	10.00%	47.82%	$16,416	56.8 / 14.0%
09/03 23:39:40 UTC	CATGUN	7ySYgrZ7LDpkudH25ruZieV7TgoHzqtdL4f9xFRitFS7	$52,922	$0.0000529	Disabled	N/A	#0	0	1.5	$80,311 | 3056.00%	10.21	458	6.32 SOL	0.00%	46.03%	$13,027	45.5 / 12.1%
10/03 00:54:13 UTC	$MUMU	CvheEaGYKfwdUtocVa3HSmyJJcqBSQQ8FyPAbzgaXphG	$127,888	$0.000144	Disabled	100%🔥	#0	0	0.7	$92,427 | 13358.00%	6.31	442	1.30 SOL	0.00%	37.02%	$20,562	71.1 / 8.0%
10/03 00:54:28 UTC	GM	Ga88h3wCpf1mUnBo4MB5rwNgF3RRMB2ox5roCgonFtis	$120,303	$0.000120	Disabled	N/A	#0	0	0.8	$94,890 | 18190.00%	0.78	392	9.27 SOL	0.00%	38.83%	Raydium GM/SOL $14,789	50.8 / 6.1%
10/03 00:55:05 UTC	Dolan Trump	BsmS2fXmnPp2is8X6hvKMqRDrzXLWjp5Gx5mCQSHx9Tz	$28,906	$0.0289	Disabled	N/A	Not Trending	0	1.4	$41,987	5.74	311	2.56 SOL	0.00%	50.04%	$8,726	29.2 / 15.4%
10/03 00:59:06 UTC	SolCard	DLUNTKRQt7CrpqSX1naHUYoBznJ9pvMP65uCeWQgYnRK	$1,092,034	$0.0109	Disabled	100%🔥	#0	0	0.8	$877,293 | 31570.00%	25.24	1216	0.09 SOL	10.00%	39.22%	Raydium SOLC/SOL $91,276	312.3 / 4.2%
10/03 01:05:28 UTC	WindyOS	HkvTzYaTCxyZrJMiTjZT4p17Ks8xDDXWQqypc1znGuvp	$149,634	$0.0000150	Disabled	100%🔥	Not Trending	0	1.0	$145,224 | 2458.00%	18.16	491	2.40 SOL	0.00%	52.22%	$27,002	91.5 / 9.1%
10/03 01:49:33 UTC	POOH	2XDuaeb4vNhCxweFmc5RZfGe29zuoT62dWfHqQQwnvNi	$105,942	$0.000106	Disabled	N/A	Not Trending	0	0.5	$53,846	2.76	389	0.06 SOL	1.70%	43.73%	$16,436	53.7 / 8.1%
10/03 02:16:42 UTC	SWTBMPI420	2rEUQ6a75f9d4uJXrgBPBCPzDXZGR6xH6KQmSbjo6NXE	$196,628	$0.000197	Disabled	100%	#11	15.6	4.7	$924,137	6.06	663	0.49 SOL	0.00%	35.90%	$20,615	70.1 / 5.2%
10/03 02:18:07 UTC	EL PERRO	GVsjJvyK6Q8LdfFwVY4nozDJt1tKcGGBXASSYSZ48Bzp	$54,728	$0.0000547	Disabled	100%	#10	14.8	1.7	$93,257 | 1399.00%	4.36	214	0.01 SOL	0.00%	49.79%	$18,190	61.8 / 16.6%
10/03 07:32:42 UTC	CATHIE	F1mJNKLR99n6VngHEGWeu5FZVdsVsNHU3bvNkDoQG8KG	$273,278	$0.000273	Disabled	100%	#15	14.4	1.2	$317,152 | 26311.00%	13.78	944	0.04 SOL	4.00%	29.91%	$33,697	111.2 / 6.3%
10/03 08:04:18 UTC	Machine Elves	99xYsECVnDLpLcjgq6E8Gfa1ii5dutGhhKCSMRGsK5Ui	$183,682	$0.000184	Disabled	100%🔥	Not Trending	0	6.8	$1,241,866 | 3.75%	37.60	1318	1.60 SOL	0.00%	32.84%	$47,160	161.0 / 12.7%
10/03 08:33:49 UTC	DEGEN	HF3fMHnNSgZgDJ7jXdBiNXvWJLizXfazxZpndCwBJqtC	$156,812	$0.000157	Disabled	N/A	#0	0	1.9	$299,863 | 224.00%	11.42	373	0.43 SOL	0.00%	59.31%	Raydium DGEN/SOL $52,859	177.8 / 16.9%
10/03 10:33:15 UTC	$burnie	AYrqRZMCLdgMZTA35uQeUD8PhNX56kUX1qcZimwJmmEN	$76,196	$0.0000762	Disabled	100%🔥	#0	0	1.3	$99,458	4.40	643	9.30 SOL	0.00%	30.51%	$18,071	61.3 / 11.9%
10/03 11:30:28 UTC	STYLERS	BcEgHR3pQYpGNHPuGdMKhE2sD9jyLwzgnthYawHCazVj	$252,585	$0.00252	Disabled	N/A	#0	0	0.3	$64,687 | 16061.00%	0.65	496	1.75 SOL	0.00%	21.08%	Raydium STYLERS/SOL $34,545	116.7 / 7.0%
10/03 12:01:28 UTC	Keyboard Cat	GWSxjgnUN8NqTz7kKNEZWZbYsa7xg5xdDDiHrvcTzLe8	$20,514	$0.0000205	Disabled	100%🔥	Not Trending	0	4.7	$95,373 | 301.00%	5.95	389	2.04 SOL	0.00%	38.88%	$3,652	12.4 / 9.0%
10/03 13:13:29 UTC	Solashib	BtrnNQisV6HmAP522wg9ZYaZMJ4mS1UZyaRFGvgaPE8n	$1,121,218	$0.00169	Disabled	100%	#13	30	1.2	$1,339,158 | 40371.00%	7.04	1909	2.45 SOL	2.86%	28.60%	Raydium SOSHIB/SOL $74,126	255.6 / 3.3%
10/03 13:21:06 UTC	$hariz	JDThpytse852xwfSojtb7sqVeHctfmLvv6RSF1SEtN5z	$121,618	$0.000122	Disabled	100%🔥	Not Trending	0	1.1	$138,668 | 4986.00%	30.45	823	9.28 SOL	0.00%	40.51%	$22,682	78.0 / 9.3%
10/03 13:30:18 UTC	Solamia	3YYE9UGwnEFEBKZr7nbGzVkk9He92DFLv2RCuY5mfNUU	$275,786	$0.276	Disabled	100%	#6	22	1.2	$336,208 | 9404.00%	1.79	1005	6.09 SOL	0.00%	20.91%	Raydium SOLAMIA/SOL $29,425	101.4 / 5.4%
10/03 15:36:19 UTC	PEPE 2.0	HXsYpTkTcVu8QkPczbgwnf5VZ3rwpjiGYeMhpwwoFtWa	$33,501	$0.000335	Disabled	100%🔥	Not Trending	0	1.1	$38,291 | 3119.00%	4.95	312	3.95 SOL	0.00%	38.59%	$8,318	29.1 / 12.4%
10/03 15:18:28 UTC	BUTMAN	DmBPk3yWy8b94YwmsKY4dYftXrSwwqKVMi7vFaJbaHsV	$77,613	$0.000597	Disabled	N/A	#15	13.2	3.0	$234,751 | 5081.00%	10.66	722	3.19 SOL	0.00%	24.63%	$14,961	52.2 / 12.5%
10/03 16:15:46 UTC	$pupcet	3peLCS3GqeWHoAN9wi9hvzY46Rg3695DW3vkNM37sP8f	$75,547	$0.0000755	Disabled	N/A	#0	0	2.0	$153,784 | 7986.00%	1.89	664	5.32 SOL	0.00%	30.63%	$15,967	55.1 / 10.6%
10/03 17:54:35 UTC	$BRETTA	DXBYAw9aQheMdujaLZYnVSpKSK4n8jMS7HfLbiv5RWnS	$49,951	$0.0000500	Disabled	N/A	Not Trending	0	2.8	$140,442	6.66	492	9.00 SOL	0.00%	34.79%	$9,710	33.5 / 9.7%
10/03 18:18:19 UTC	KANYAY	CfcAyRY2K5P1SEUwZP86H2KVVhfrV82paKdivC6NFa19	$74,934	$0.0000750	Disabled	100%	#6	20	0.8	$60,944 | 10542.00%	9.61	224	0.00 SOL	0.00%	49.31%	$14,792	51.3 / 9.8%
10/03 18:41:42 UTC	CZ	7tiytTL2riNozc9ZBzqB5KeydbFWAjSw7u5GjaWXwWUU	$76,813	$0.000768	Disabled	N/A	#0	0	1.3	$98,542 | 6536.00%	10.81	451	1.54 SOL	0.00%	45.33%	$14,928	51.7 / 9.7%
10/03 18:41:53 UTC	HAWKING	E9BnH64W63rEjXCSYVhztr8b6Cjmx2j1HTHMGVGJc58A	$74,982	$0.0000750	Disabled	N/A	Not Trending	0	0.9	$67,616 | 2879.00%	11.48	397	8.44 SOL	0.00%	41.42%	$17,683	62.5 / 11.5%
10/03 19:14:29 UTC	Amurica	FrBEmYFfXFxuMdVynC5jCPjewQ4m7f4xYUQRTbfc7LKK	$95,740	$0.0000958	Disabled	100%🔥	#0	0	1.4	$132,928 | 4515.00%	32.71	501	0.00 SOL	0.00%	45.19%	$16,349	56.5 / 8.5%
10/03 19:30:53 UTC	MYKE	DV2TCTbENV9xJ14kHC89qd1w2KZB6efvZKHNRpoo5cuD	$97,573	$0.0000976	Disabled	100%🔥	Not Trending	0	2.2	$215,845 | 6615.00%	22.30	658	3.89 SOL	0.00%	28.94%	$14,881	51.8 / 7.6%
10/03 19:46:19 UTC	$TWIF	BU8vw5RLiPMq1yK6bS7hND2eUfsBUVS3E951hjREPk8C	$193,731	$0.000194	Disabled	N/A	#0	0	0.3	$54,153 | 5658.00%	0.69	255	2.51 SOL	5.00%	30.82%	$33,086	113.8 / 8.5%
10/03 21:22:16 UTC	Nose Bud	D8wLsSr9xFa8vS96tMK1rvckQRoEbH5XLRhqMRoXTbUr	$4,710,171	$0.00677	Disabled	N/A	Not Trending	0	0.6	$2,986,002 | 99.09%	72.67	2160	0.07 SOL	0.00%	28.84%	Raydium NOSEBUD/SOL $876,296	3022.7 / 9.3%
10/03 21:52:42 UTC	SOLGAY	8WFoaUaXVgZa3RwkBDVD26nZgNTXbQhifXsH3qK7DBdt	$78,136	$0.000781	Disabled	N/A	#0	0	2.5	$197,555 | 5549.00%	30.38	513	0.27 SOL	2.82%	33.31%	$14,342	51.1 / 8.9%
10/03 22:13:44 UTC	Mumu The Bull	BG9PcgSLcmR2CCNjm1GXWLgrCsz5xt3V1J1Xe8j6UPDG	$69,778	$0.000698	Disabled	N/A	Not Trending	0	0.9	$65,929	20.66	419	1.53 SOL	0.00%	42.73%	$13,906	48.6 / 10.0%
10/03 22:39:54 UTC	SOLPAC	29xJEmh5sMo2DqapmcK7UardZP4B88qJZCZ2BGwa3mJ7	$338,275	$0.00000000000490	Disabled	100%🔥	#0	0	1.6	$531,246 | 15829.00%	1.63	1158	5.67 SOL	3.13%	33.98%	$39,042	138.0 / 5.7%
10/03 22:59:53 UTC	JEFE	3mEJ3Qvx99WMENxmzorKCBn3ofRC4iVKNTYMKeWGhSM9	$65,666	$0.0000657	Disabled	100%	#10	14.8	4.8	$316,898 | 5010.00%	5.37	616	8.74 SOL	0.00%	35.23%	Raydium JEFE/SOL $15,320	54.2 / 11.6%
10/03 23:22:53 UTC	UP SYNDROME	6htgQG4PtSfjrfZjaCqpEMbP9aKG4SD4Jm84tPdkjzDq	$25,307	$0.0000285	Disabled	N/A	#0	0	1.7	$43,040	0.97	236	1.30 SOL	0.00%	37.74%	Raydium UP/SOL $9,018	31.5 / 17.8%
11/03 00:31:28 UTC	DIEMAN	FqpyzgSvxPXzDTX4p6G1oQ3bNtPuT5TrUeQHVwgZXk5t	$60,487	$0.000605	Disabled	N/A	#0	0	0.9	$57,327 | 3144.00%	1.06	245	3.05 SOL	0.00%	45.70%	$14,566	49.9 / 12.3%
11/03 02:10:05 UTC	JOWNS	HcX2oc1b4Hiob1Zu8i4zDTycXYpxD58qWaSRskWWuS9b	$57,381	$0.00115	Disabled	100%🔥	#0	0	2.2	$127,989 | 3964.00%	26.56	427	0.06 SOL	4.00%	47.48%	$13,099	47.1 / 11.4%
11/03 03:55:41 UTC	LEDGER	4gkvFD2SFKjR266heEc4XxWd7oPVxesLtAh5uRXdN2vt	$573,479	$0.000573	Disabled	100%🔥	Not Trending	0	8.3	$4,740,767 | 66706.00%	25.11	1647	0.00 SOL	0.00%	36.27%	$49,070	173.6 / 4.3%
11/03 04:04:43 UTC	Toylet Sweft	67fW41t5QZuv2GiUHrLNxg6UGzF4jNTB58EFHdQZLVvd	$185,022	$0.000185	Disabled	100%	#12	17.2	1.8	$323,636 | 18114.00%	8.02	776	0.11 SOL	5.00%	35.56%	$26,846	95.5 / 7.3%
11/03 05:27:16 UTC	$LUNA	8FLY8t2dh9CggGVGPXAANb8EvCJdKkZNUqorKHKRatSA	$83,569	$0.0000836	Disabled	N/A	#0	0	1.2	$99,722 | 2362.00%	8.49	486	26.27 SOL	0.00%	49.98%	Raydium LUNA/SOL $20,009	70.9 / 12.0%
11/03 07:40:42 UTC	Suleme	Dd6q35qSkpU7uPTgsw3whBhT8VGrk4QCUx8M8yagJmoF	$49,219	$0.0492	Disabled	N/A	#0	0	1.5	$72,520 | 4683.00%	16.71	521	8.73 SOL	0.00%	31.16%	$10,383	35.5 / 10.5%
11/03 08:08:41 UTC	$autism	6yMdHTvQiPF5atvt3BcV8iZSJrwfWvXe4pMo5MJMqDTK	$92,315	$0.00923	Disabled	100%🔥	#0	0	1.5	$135,661 | 5754.00%	21.89	574	4.50 SOL	2.00%	38.93%	$19,257	65.6 / 10.3%
11/03 11:04:52 UTC	Dev	ESwUPT4WBR82x7Gsuo489PnjRfDi7Wwfj3H7mbdtdjyk	$99,291	$0.0000801	Disabled	N/A	#0	0	1.9	$188,386	0.77	246	0.10 SOL	1.77%	57.64%	$14,131	48.0 / 7.0%
11/03 12:28:05 UTC	$KATZE	CCYmxtu5fcL1bnmCYydEkhG1ecTKUP3oUVMftZpwr1uJ	$133,100	$0.000133	Disabled	100%	#5	24.4	3.7	$487,026 | 10330.00%	25.76	1111	0.00 SOL	0.00%	22.04%	$18,387	61.4 / 6.9%
11/03 12:29:41 UTC	BENCAT	4koMbBmLhrHBFnyTTivkAVhW9goZsvc5ZGEYewz4RBuT	$46,479	$0.0465	Disabled	100%🔥	#0	0	1.4	$67,351 | 1455.00%	2.14	418	11.09 SOL	0.00%	22.34%	$11,974	40.0 / 12.9%
11/03 13:09:09 UTC	PING	FmDBEpkZi7uEQf6acJ6fqp8dWvq9mzTp8UdzskWFhYU8	$126,459	$0.00126	Disabled	100%🔥	#0	0	0.3	$44,478 | 2833.00%	39.05	402	6.82 SOL	0.00%	26.10%	$20,684	69.2 / 8.2%
11/03 13:24:40 UTC	HaryPothedTrempHumrSimps777Inu	Fs9AvP9dBqCVLQDw1wP3obVcUvvxDez2EGTs257SCw4D	$59,688	$0.0000597	Disabled	N/A	#0	0	1.3	$79,758 | 2568.00%	34.68	488	23.65 SOL	0.00%	35.39%	Raydium ETHEREUM/SOL $15,999	52.5 / 13.7%
11/03 15:25:46 UTC	PEEPEE	DoKYEWspCbmfaP3R3FNb6ZoP6ddkKYe66ZdihkeC1HqC	$136,088	$0.000136	Disabled	N/A	#17	10.8	0.7	$93,459	11.92	474	3.70 SOL	0.00%	49.90%	$16,619	56.2 / 6.1%
11/03 15:36:24 UTC	MARK	AkAyfqZdmHaS2M9JM7wc7PLtcshD5MM7U2vg3mpZTXHu	$31,654	$0.0316	Disabled	N/A	#0	0	2.1	$67,534	5.78	203	8.58 SOL	2.00%	53.04%	$8,857	29.8 / 14.0%
11/03 15:58:51 UTC	PEG	H55fF1Lgc4NpPUp6sg3qEYZphMewWgh2eyeYdRg1CjhL	$81,137	$0.0000811	Disabled	N/A	#0	0	1.6	$128,369	38.83	431	3.27 SOL	0.00%	36.10%	$14,654	49.7 / 9.0%
11/03 15:44:54 UTC	$vivok	GaLHXJ2zDXyM7An6JveztadWyaLgXRJBnng88rcGGaMP	$150,084	$0.000150	Disabled	100%🔥	Not Trending	0	1.8	$262,426 | 7117.00%	67.81	663	0.15 SOL	0.00%	49.30%	$23,458	80.1 / 9.2%
11/03 16:27:18 UTC	TEST Token	Eho66NHNgUX2UXov89bM3RTm3hsp6Yuvc2Ca6aq6esJe	$180,490	$0.00180	Disabled	100%🔥	#0	0	0.6	$102,619 | 13527.00%	6.30	386	3.51 SOL	0.00%	23.46%	$27,575	94.5 / 7.6%
11/03 17:10:02 UTC	SULL The Bull	2mDoUDFkYcxiNmEcqnpaYjUZDQesz9USARgxh41avExs	$55,103	$0.0000551	Disabled	N/A	Not Trending	0	1.6	$86,213 | 2703.00%	6.22	440	11.20 SOL	0.00%	41.38%	$14,182	48.4 / 12.9%
11/03 18:04:32 UTC	ELAN	HzUuiVnshfpsTQQ28hzcD3jdn17DozAW1t7MTSQtgyjm	$107,084	$0.00381	Disabled	100%🔥	#0	0	0.9	$96,027 | 5330.00%	16.09	412	0.14 SOL	3.14%	53.09%	Raydium ELAN/SOL $17,678	59.6 / 8.3%
11/03 18:35:29 UTC	Pengu	penGuyErcXrbB4EezhCWrUShondMdGFidteGnUALoXt	$925,820	$0.0926	Disabled	100%🔥	Not Trending	0	0.4	$406,595 | 6512.00%	15.32	887	1.51 SOL	0.04%	35.49%	$75,223	254.8 / 4.1%
11/03 18:44:40 UTC	SHREDN2	8KMFFMgeyqRm6n6nhBVthdony3efKUyfkANzpqKSNAw9	$76,147	$0.0000761	Disabled	N/A	Not Trending	0	1.2	$91,954	5.99	436	0.29 SOL	0.00%	45.42%	$13,647	43.2 / 9.6%
11/03 19:35:38 UTC	SALOOR	Gpo3ZCyLdMrheVpAjY84z81SeupCgCdBjEorYVvyprsR	$104,870	$0.00105	Disabled	N/A	Not Trending	0	1.2	$126,025	3.46	275	1.81 SOL	0.00%	30.42%	$22,539	76.6 / 10.7%
11/03 20:15:52 UTC	RAMUDAN MUBARAK	FoCRDdYyrnqnWmvjpmrPcuCTfDMtfZmXCHUDSukGuniz	$25,058	$0.0000250	Disabled	100%🔥	#0	0	1.6	$39,099 | 620.00%	56.95	236	4.12 SOL	5.08%	41.22%	$8,683	29.5 / 17.3%
11/03 20:24:35 UTC	ChainPulse	6VXq8brmqKJ2whzpmPypMvrzitgmYYE3bvjrVdXsYLCR	$204,288	$0.0204	Disabled	N/A	#0	0	0.4	$77,573	4.24	317	25.01 SOL	0.00%	36.59%	$35,765	121.6 / 8.8%
11/03 20:52:16 UTC	Jaek Poul	EatZ6ZKE66bhcR7DRGNt2yk7z3oDu2ftuHEjpzVZ9PM9	$62,218	$0.00000622	Disabled	100%🔥	#0	0	1.1	$66,300 | 3892.00%	0.70	254	0.62 SOL	0.00%	48.37%	$15,963	54.6 / 12.7%
11/03 20:52:40 UTC	Hobbit Dog	5KPyQep3wCrhB4RxUbSfkbFcSgRGwRUs8xQoK49mMNMM	$30,676	$0.0000307	Disabled	100%🔥	Not Trending	0	2.2	$67,287 | 1643.00%	22.23	396	21.29 SOL	0.00%	38.78%	$10,360	35.2 / 16.9%
11/03 21:27:48 UTC	POAF	AUna7VdjcH1ZSwieuDme1KqPphswtvhFx5sVVe7oHcUn	$145,030	$0.000145	Disabled	100%🔥	Not Trending	0	3.2	$462,740 | 13092.00%	14.46	977	16.06 SOL	0.00%	26.24%	$18,857	63.3 / 6.5%
11/03 21:36:16 UTC	Margrut Snatcher	DGGqCky5cjgNTciHFq8P6Z4VwYthAmvnhNyXiwWfCTyY	$50,670	$0.0000507	Disabled	N/A	#0	0	1.3	$68,118 | 3761.00%	17.09	268	5.73 SOL	5.00%	58.34%	Raydium SNATCH/SOL $15,285	51.6 / 15.1%
11/03 22:43:17 UTC	DUST	EByT2xNt3omJj5f4jZ1Q4cQaTAG1aiFo1MWwbR9qDxzp	$238,025	$0.000268	Disabled	N/A	#18	8.4	1.9	$449,836	4.35	1045	1.32 SOL	0.00%	38.76%	$29,256	98.0 / 6.2%
11/03 18:22:54 UTC	Solar Swap	GNJrBUuUnExsQYBAFy22Hw1qSmSJdWEgy8VawAn3uzUb	$3,335,044	$0.00333	Disabled	100%	#2	29.2	1.4	$4,783,128 | 170.00%	261.13	4772	49.80 SOL	9.97%	35.81%	Raydium SOLAR/SOL $295,168	990.0 / 4.4%
12/03 00:25:05 UTC	Cash Money	9C7xMpQGVMMC61AHo7ejtdE2RXZDGZm6i6Kh7ak18gdJ	$176,342	$0.0000176	Disabled	100%🔥	Not Trending	0	1.0	$183,487 | 4284.00%	30.61	381	1.00 SOL	0.00%	40.17%	$30,093	100.9 / 8.6%
12/03 01:14:47 UTC	7-Eleven	9QMiFMa5Yb7b44y5FYnjXpTgVbdZtVf5NWdeFnHfxLDu	$195,622	$0.000196	Disabled	N/A	Not Trending	0	0.9	$169,048 | 12669.00%	2.24	674	0.32 SOL	0.00%	40.39%	$29,102	100.5 / 7.3%
12/03 01:33:47 UTC	MURICA	8Xp38shvv3pueLhHU6cbAkB4SbVeM8uUXCUFNbh8ZNmN	$38,505	$0.0000385	Disabled	100%🔥	#0	0	0.8	$30,699 | 2997.00%	15.64	206	0.82 SOL	4.00%	42.77%	$13,368	45.0 / 17.4%
12/03 01:46:41 UTC	$BS	EZbxXXu5i6WX3FohYUKSUkfipJfe8fUCTPfqpT4zENWX	$186,999	$0.000187	Disabled	100%	#13	18.4	2.9	$534,933 | 1363.00%	55.30	702	17.70 SOL	3.00%	29.87%	$54,330	182.3 / 14.6%
12/03 02:30:39 UTC	Pepe	9G9PCw1g9TPtDvDvXstaBKp78VmjZr9n1hpMAKFBXj29	$94,022	$0.0000940	Disabled	100%🔥	#0	0	1.3	$120,292 | 2891.00%	4.65	426	0.78 SOL	3.00%	40.30%	$21,165	69.8 / 11.3%
12/03 02:17:40 UTC	Booby	EtEvsSqGfDgiwU5dbGCfzK37t22Z8YT6WipAL78W698q	$3,531,245	$0.00353	Disabled	100%	#12	18.8	0.2	$852,153 | 163424.00%	2.69	1419	8.95 SOL	0.00%	19.05%	$133,849	441.1 / 1.9%
12/03 02:53:55 UTC	NutCoin	6PKKtK1MN1ELSLwULqHPW7sBz4zwo9t5PnRdBaSysXjz	$156,465	$0.0156	Disabled	100%🔥	Not Trending	0	0.9	$133,913 | 5336.00%	6.07	644	1.65 SOL	0.00%	18.74%	$24,325	80.6 / 7.8%
12/03 03:02:28 UTC	$KAT	DBZvWR5FN3GqQSCsckjpjxKVD4EPCX8aUff7y7mX4ynj	$97,976	$0.0000980	Disabled	N/A	#0	0	1.2	$119,843	33.00	521	1.08 SOL	0.00%	45.04%	$24,771	80.0 / 13.0%
12/03 04:11:18 UTC	$Shipe	4zRJ8t58m8w65ESYRowsGRFXMzKrHz4xK9AckbnC87ET	$54,965	$0.0000550	Disabled	100%🔥	#0	0	1.4	$74,882 | 5300.00%	42.28	509	2.56 SOL	5.00%	39.64%	$13,627	45.4 / 12.4%
12/03 04:22:28 UTC	GUD	8GD3LrVYSEA7PPPcb5by8bGDe5aePHxaSMXALCitQ4b5	$607,326	$0.00607	Disabled	100%	#5	22.4	0.6	$346,253 | 44684.00%	13.02	810	0.00 SOL	0.00%	24.01%	$43,563	147.6 / 3.5%
12/03 05:16:28 UTC	anota mux won	5QcgwX7z8rpKDExNYzYtE2nx6oEp9RLRQprXmWVpkjPZ	$84,241	$0.0000842	Disabled	N/A	Not Trending	0	0.5	$38,386	16.20	376	7.27 SOL	0.00%	54.17%	$19,188	59.1 / 12.0%
12/03 07:36:41 UTC	DOOBY	8fNyH64Pj84q3eM2DZEDds69Z1BfiyKjefdwZTAsaSra	$53,225	$0.00532	Disabled	100%🔥	#0	0	3.5	$185,167 | 3372.00%	3.03	496	1.44 SOL	0.00%	29.52%	$10,913	35.8 / 10.3%
