Token	Adress	ATH	Market_Cap	ATH_was	Alert_posted
$BULL	5pasDppzTEDJhzDZrpVmTziTEHAosRQuaHHUNu48eTMd	2.13x	$46,312	18/02 06:45:03 UTC	N/A
$BULL	5pasDppzTEDJhzDZrpVmTziTEHAosRQuaHHUNu48eTMd	2.13x	$42,561	18/02 07:00:04 UTC	$50,366
$SPURDO	ASKFUnQ1Y6yKoyoUv4qCLkLyTGxMpYt37LuCyRkzeLrG	2.1x	$131,185	a few seconds ago	25 minutes ago
$SPURDO	ASKFUnQ1Y6yKoyoUv4qCLkLyTGxMpYt37LuCyRkzeLrG	2.11x	$103,076	18/02 08:30:03 UTC	18/02 08:30:03 UTC
$SPURDO	ASKFUnQ1Y6yKoyoUv4qCLkLyTGxMpYt37LuCyRkzeLrG	2.11x	$86,613	N/A	N/A
$SPURDO	ASKFUnQ1Y6yKoyoUv4qCLkLyTGxMpYt37LuCyRkzeLrG	2.11x	$37,643	18/02 09:45:01 UTC	$62,258
DUKA	BZpwFcQM9DNUnLKrNGUvTTS3KZLvmhoydNRFgjmXUR3s	2.0x	$95,779	a few seconds ago	25 minutes ago
DUKA	BZpwFcQM9DNUnLKrNGUvTTS3KZLvmhoydNRFgjmXUR3s	3.1x	$143,430	a few seconds ago	35 minutes ago
$DUKA	BZpwFcQM9DNUnLKrNGUvTTS3KZLvmhoydNRFgjmXUR3s	3.05x	$129,178	No Data Yet	11:15:02 UTC
$DUKA	BZpwFcQM9DNUnLKrNGUvTTS3KZLvmhoydNRFgjmXUR3s	3.05x	$70,707	18/02 11:45:02 UTC	$46,995
$DUKA	BZpwFcQM9DNUnLKrNGUvTTS3KZLvmhoydNRFgjmXUR3s	3.05x	$77,039	N/A	N/A
DUKA	BZpwFcQM9DNUnLKrNGUvTTS3KZLvmhoydNRFgjmXUR3s	4.2x	$196,147	a few seconds ago	3 hours ago
DUKA	BZpwFcQM9DNUnLKrNGUvTTS3KZLvmhoydNRFgjmXUR3s	5.1x	$238,276	a few seconds ago	3 hours ago
$DUKA	BZpwFcQM9DNUnLKrNGUvTTS3KZLvmhoydNRFgjmXUR3s	5.07x	$271,721	No Data Yet	No Data Yet
$DUKA	BZpwFcQM9DNUnLKrNGUvTTS3KZLvmhoydNRFgjmXUR3s	5.07x	$46,995	No Data Yet	18/02 15:15:02 UTC
ARCADE	0x01194726b1b55bbf99cb083ba8e5dcc0834adbc3	2.1x	$780,226	a few seconds ago	5 days ago
$SOLDIER	3YZ5dVcssWfEDmrK5Qb2HzB9W9UgkCMhCitFKcNKFqVG	2.4x	$75,108	a few seconds ago	23 minutes ago
$SOLDIER	3YZ5dVcssWfEDmrK5Qb2HzB9W9UgkCMhCitFKcNKFqVG	3.2x	$99,909	a few seconds ago	30 minutes ago
$PEPE2.0	DC5ga85huPHP9az3ssTHXWyZbCJHsbR8SULv3yR63baw	2.2x	$60,068	a few seconds ago	6 minutes ago
$SOLDIER	3YZ5dVcssWfEDmrK5Qb2HzB9W9UgkCMhCitFKcNKFqVG	4.3x	$136,271	a few seconds ago	an hour ago
$SOLDIER	3YZ5dVcssWfEDmrK5Qb2HzB9W9UgkCMhCitFKcNKFqVG	5.0x	$160,041	a few seconds ago	an hour ago
ARCADE	0x01194726b1b55bbf99cb083ba8e5dcc0834adbc3	3.6x	$1,316,393	a few seconds ago	5 days ago
$PEPE	4Ecp8eByRhPT4g1V2818SLQAm44dkoqpL7wuDqK5wXYc	2.1x	$800,866	a few seconds ago	2 hours ago
ARCADE	0x01194726b1b55bbf99cb083ba8e5dcc0834adbc3	4.3x	$1,570,557	a few seconds ago	5 days ago
$PEPE	4Ecp8eByRhPT4g1V2818SLQAm44dkoqpL7wuDqK5wXYc	2.09x	$782,234	No Data Yet	18/02 19:00:02 UTC
$PEPE	4Ecp8eByRhPT4g1V2818SLQAm44dkoqpL7wuDqK5wXYc	2.09x	$603,494	No Data Yet	18/02 19:15:02 UTC
$PEPE	4Ecp8eByRhPT4g1V2818SLQAm44dkoqpL7wuDqK5wXYc	2.09x	$586,501	No Data Yet	Alert Mkc: $382,301
$PEPE	4Ecp8eByRhPT4g1V2818SLQAm44dkoqpL7wuDqK5wXYc	2.09x	$549,200	No Data Yet	18/02 19:45:02 UTC
$PEPE	4Ecp8eByRhPT4g1V2818SLQAm44dkoqpL7wuDqK5wXYc	2.09x	$382,301	No Data Yet	18/02 20:15:03 UTC
$PEPE	4Ecp8eByRhPT4g1V2818SLQAm44dkoqpL7wuDqK5wXYc	2.09x	$382,301	No Data Yet	18/02 20:30:03 UTC
$PEPE	4Ecp8eByRhPT4g1V2818SLQAm44dkoqpL7wuDqK5wXYc	2.09x	$382,301	18/02 20:45:02 UTC	18/02 20:45:02 UTC
$PEPE	4Ecp8eByRhPT4g1V2818SLQAm44dkoqpL7wuDqK5wXYc	2.09x	$382,301	18/02 21:00:04 UTC	18/02 21:00:04 UTC
$FrogeSOL	9cWXQ4tqBNdeoRHTRhWBAsHwGFDZtb7SUsGJsyp4Rzmc	2.1	$65,525	a few seconds ago	4 minutes ago
$ROTHSCHILD	5BQ6QFnJWFWtKqRrCRXwDBSTMaweRwcMnQbmQaSmWuzC	2.0	$83,768	a few seconds ago	17 minutes ago
$ROTHSCHILD	5BQ6QFnJWFWtKqRrCRXwDBSTMaweRwcMnQbmQaSmWuzC	2.05x	$103,451	No Data	18/02 22:45:03 UTC
$ROTHSCHILD	5BQ6QFnJWFWtKqRrCRXwDBSTMaweRwcMnQbmQaSmWuzC	3.4	$138,956	a few seconds ago	26 minutes ago
$ROTHSCHILD	5BQ6QFnJWFWtKqRrCRXwDBSTMaweRwcMnQbmQaSmWuzC	4.3	$176,877	a few seconds ago	29 minutes ago
$ROTHSCHILD	5BQ6QFnJWFWtKqRrCRXwDBSTMaweRwcMnQbmQaSmWuzC	4.32x	$142,095	No Data	18/02 23:00:02 UTC
$ROTHSCHILD	5BQ6QFnJWFWtKqRrCRXwDBSTMaweRwcMnQbmQaSmWuzC	5.2	$211,496	a few seconds ago	an hour ago
$ROTHSCHILD	5BQ6QFnJWFWtKqRrCRXwDBSTMaweRwcMnQbmQaSmWuzC	5.17x	$186,112	No Data	18/02 23:15:02 UTC
$ROTHSCHILD	5BQ6QFnJWFWtKqRrCRXwDBSTMaweRwcMnQbmQaSmWuzC	6.8	$276,416	a few seconds ago	an hour ago
$ROTHSCHILD	5BQ6QFnJWFWtKqRrCRXwDBSTMaweRwcMnQbmQaSmWuzC	6.76x	$205,808	No Data Yet	18/02 23:30:03 UTC
$ROTHSCHILD	5BQ6QFnJWFWtKqRrCRXwDBSTMaweRwcMnQbmQaSmWuzC	7.8	$317,533	a few seconds ago	an hour ago
$ROTHSCHILD	5BQ6QFnJWFWtKqRrCRXwDBSTMaweRwcMnQbmQaSmWuzC	7.76x	$257,327	No Data Yet	18/02 23:45:03 UTC
$ROTHSCHILD	5BQ6QFnJWFWtKqRrCRXwDBSTMaweRwcMnQbmQaSmWuzC	8.1	$331,275	a few seconds ago	2 hours ago
$ROTHSCHILD	5BQ6QFnJWFWtKqRrCRXwDBSTMaweRwcMnQbmQaSmWuzC	9.1	$371,770	a few seconds ago	2 hours ago
$ROTHSCHILD	5BQ6QFnJWFWtKqRrCRXwDBSTMaweRwcMnQbmQaSmWuzC	10.7	$439,657	a few seconds ago	2 hours ago
AI	0xa4323c01c7716b2b9e411e37736b4b07d6c0ee85	2.2x	$119,185	a few seconds ago	4 minutes ago
$ROTHSCHILD	5BQ6QFnJWFWtKqRrCRXwDBSTMaweRwcMnQbmQaSmWuzC	10.74x	$378,885	19/02 00:45:02 UTC	5BQ6QFnJWFWtKqRrCRXwDBSTMaweRwcMnQbmQaSmWuzC
$ROTHSCHILD	5BQ6QFnJWFWtKqRrCRXwDBSTMaweRwcMnQbmQaSmWuzC	12.0x	$490,275	a few seconds ago	3 hours ago
$ROTHSCHILD	5BQ6QFnJWFWtKqRrCRXwDBSTMaweRwcMnQbmQaSmWuzC	12.3	$505,154	a few seconds ago	3 hours ago
$ROTHSCHILD	5BQ6QFnJWFWtKqRrCRXwDBSTMaweRwcMnQbmQaSmWuzC	12.35x	$498,169	19/02 01:00:02 UTC	5BQ6QFnJWFWtKqRrCRXwDBSTMaweRwcMnQbmQaSmWuzC
$ROTHSCHILD	5BQ6QFnJWFWtKqRrCRXwDBSTMaweRwcMnQbmQaSmWuzC	13.7x	$559,000	a few seconds ago	3 hours ago
$ROTHSCHILD	5BQ6QFnJWFWtKqRrCRXwDBSTMaweRwcMnQbmQaSmWuzC	13.66x	$294,727	N/A	N/A
SOLLY	Btvq4PFCLCG2cqZPkgAVs5SpF6Cdkh6woBMwDA9A5GTf	2.2	$251,134	a few seconds ago	an hour ago
$SOLLY	Btvq4PFCLCG2cqZPkgAVs5SpF6Cdkh6woBMwDA9A5GTf	2.23x	$257,015	No Data Yet	No Data Yet
$ROTHSCHILD	5BQ6QFnJWFWtKqRrCRXwDBSTMaweRwcMnQbmQaSmWuzC	13.66x	$120,675	No Data Yet	No Data Yet
$GrkErKfQPHwth9aC3Dy2ZbqscuUK4HmfFvZv9a9YQkUu	GrkErKfQPHwth9aC3Dy2ZbqscuUK4HmfFvZv9a9YQkUu	2.1x	$123,735	a few seconds ago	29 minutes ago
$90EE90	GrkErKfQPHwth9aC3Dy2ZbqscuUK4HmfFvZv9a9YQkUu	2.08x	$77,532	19/02 04:15:01 UTC	1h
$90EE90	GrkErKfQPHwth9aC3Dy2ZbqscuUK4HmfFvZv9a9YQkUu	2.08x	$35,522	19/02 04:45:02 UTC	1h
$90EE90	GrkErKfQPHwth9aC3Dy2ZbqscuUK4HmfFvZv9a9YQkUu	2.08x	$52,052	19/02 05:15:01 UTC	N/A
MAGIC	9PFbY86ZsmfBrugadXUocpkKuA1GzF9WCnPRQ6iFSvz2	2.3x	$76,403	a few seconds ago	42 minutes ago
$APU	AoqXWaVrYDymzvCEgSJJkrLxUbEdiXyUyyK3dJZwbj8v	2.0x	$226,093	a few seconds ago	10 hours ago
$APU	AoqXWaVrYDymzvCEgSJJkrLxUbEdiXyUyyK3dJZwbj8v	2.02x	$167,165	19/02 07:30:04 UTC	19/02 07:30:04 UTC
$SOLLY	Btvq4PFCLCG2cqZPkgAVs5SpF6Cdkh6woBMwDA9A5GTf	2.23x	$73,084	No Data Yet	No Data Yet
APU	AoqXWaVrYDymzvCEgSJJkrLxUbEdiXyUyyK3dJZwbj8v	2.02x	$139,061	No Data Yet	No Data Yet
SEPE	J2SYe6DKDBBx8Tv3yNHn9APLaGj847bzqXddp1m34MAU	2.0x	$343,603	a few seconds ago	5 hours ago
APU	AoqXWaVrYDymzvCEgSJJkrLxUbEdiXyUyyK3dJZwbj8v	2.02x	$261,664	No Data Yet	19/02 09:30:02 UTC
BONK	7GaP5Wbm6vtdRHabnktF1UjJBMvVJQftgTS9Y8Zrs7qF	2.2x	$127,208	a few seconds ago	an hour ago
$BONK	7GaP5Wbm6vtdRHabnktF1UjJBMvVJQftgTS9Y8Zrs7qF	2.17x	$107,198	N/A	N/A
$AIDOGE	FrZxSREVjuTT1G4kuQ3PBGKEKhV8QzZ3EKsG1AsQTF9C	2.1x	$176,627	a few seconds ago	24 minutes ago
$AIDOGE	FrZxSREVjuTT1G4kuQ3PBGKEKhV8QzZ3EKsG1AsQTF9C	2.06x	$95,996	19/02 10:45:03 UTC	N/A
SEPE	J2SYe6DKDBBx8Tv3yNHn9APLaGj847bzqXddp1m34MAU	3.4x	$580,857	a few seconds ago	7 hours ago
$APE	4SBAEwNY5gHEdgdvQfAFv8mX1avJozr3zS3Y9cPFuao4	2.3x	$76,494	a few seconds ago	18 minutes ago
$APE	4SBAEwNY5gHEdgdvQfAFv8mX1avJozr3zS3Y9cPFuao4	5.2x	$174,202	a few seconds ago	25 minutes ago
$SIRI	DXXqW1mGgND7YQZcoq34MDdjmSRu8mbgRuh1bLDewdU4	2.1	$98,430	a few seconds ago	10 minutes ago
$SIRI	DXXqW1mGgND7YQZcoq34MDdjmSRu8mbgRuh1bLDewdU4	3.0x	$142,925	a few seconds ago	18 minutes ago
NXAN	0xdfcf3b6b50186de1ded1aaab54e5a6b1da3bf7c7	2.3x	$359,749	a few seconds ago	19 minutes ago
SEPE	J2SYe6DKDBBx8Tv3yNHn9APLaGj847bzqXddp1m34MAU	4.2x	$708,174	a few seconds ago	13 hours ago
NXAN	0xdfcf3b6b50186de1ded1aaab54e5a6b1da3bf7c7	3.4x	$528,778	a few seconds ago	an hour ago
$FETINU	0xdabc8b07900791d5918176ed73ef8de6025a3031	2.1x	$96,224	a few seconds ago	4 minutes ago
PASTOR	0x2604d415a72a5d2ea0cbd6a782ab2cea29cb0acc	2.4x	$129,543	a few seconds ago	18 minutes ago
BLEPE	0xf3617e8a04265160b9ee10253a2c78565571cb76	2.1x	$297,380	a few seconds ago	2 hours ago
$GRIMACE	875yKm7UpU4mpBVg5h5Sr3dsvthPidvkBfE9zVXyTiHn	2.0x	$45,482	a few seconds ago	23 minutes ago
$PEPEAI	J2J6UhzoBmQrKdTCtuRnZhP1DLuxgUJF6f2ckREMqwWW	2.0x	$146,273	a few seconds ago	39 minutes ago
Megatron	DSdVQWnCcNzbxZshRA7fQ9dn75DYEa2W92MxtG9fKqF5	2.2	$176,701	a few seconds ago	22 minutes ago
$PEPEAI	J2J6UhzoBmQrKdTCtuRnZhP1DLuxgUJF6f2ckREMqwWW	3.1x	$224,541	a few seconds ago	an hour ago
Megatron	DSdVQWnCcNzbxZshRA7fQ9dn75DYEa2W92MxtG9fKqF5	3.0	$246,238	a few seconds ago	2 hours ago
$FOX	HyWQSqPtqBYk6xyxFinNiovs7LFdBnqfZPMVRVJrCGaz	2.0x	$82,902	a few seconds ago	6 minutes ago
BONKFA	DoxsC4PpVHiUxCKYeKSkPXVVVSJYzidZZJxW4XCFF2t	2.0x	$513,304	a few seconds ago	2 hours ago
$ZOOMER	9MBzpyMRkj2r5nTQZMMnxnCm5j1MAAFSYUtbSKjAF3WU	2.0x	$71,426	a few seconds ago	43 minutes ago
BONKFA	DoxsC4PpVHiUxCKYeKSkPXVVVSJYzidZZJxW4XCFF2t	3.0x	$779,209	a few seconds ago	4 hours ago
NXAN	0xdfcf3b6b50186de1ded1aaab54e5a6b1da3bf7c7	4.6x	$726,154	a few seconds ago	16 hours ago
BONK	7GaP5Wbm6vtdRHabnktF1UjJBMvVJQftgTS9Y8Zrs7qF	4.2x	$247,498	a few seconds ago	a day ago
BONK	7GaP5Wbm6vtdRHabnktF1UjJBMvVJQftgTS9Y8Zrs7qF	5.3x	$310,962	a few seconds ago	a day ago
Marvel	EbMT2hbM2caCPi9DcJWmspVmCPAAvcc4yCxZXpnVV7eg	100x	$121,943	an hour ago	an hour ago
Marvel	EbMT2hbM2caCPi9DcJWmspVmCPAAvcc4yCxZXpnVV7eg	2.1	$250,585	a few seconds ago	3 hours ago
$BLEPE	0xf3617e8a04265160b9ee10253a2c78565571cb76	3.4x	$491,044	a few seconds ago	a day ago
BLEPE	0xf3617e8a04265160b9ee10253a2c78565571cb76	5.5x	$787,774	a few seconds ago	a day ago
$MOAI	7NQSHjuEGENZDWfSvPZz7oP2D6c5Jc3LjFC6uh179ufr	3.0x	$1,821,916	a few seconds ago	21 days ago
BLEPE	0xf3617e8a04265160b9ee10253a2c78565571cb76	6.5x	$928,788	a few seconds ago	a day ago
BLEPE	0xf3617e8a04265160b9ee10253a2c78565571cb76	7.2x	$1,022,247	a few seconds ago	a day ago
SORA	32ga4pCjWS5Z12FJYipJFCZvVPfDy2F7QAQGgdBTUFdJ	2.1x	$115,062	a few seconds ago	7 minutes ago
SORA	32ga4pCjWS5Z12FJYipJFCZvVPfDy2F7QAQGgdBTUFdJ	3.7x	$204,589	a few seconds ago	26 minutes ago
SORA	32ga4pCjWS5Z12FJYipJFCZvVPfDy2F7QAQGgdBTUFdJ	4.3x	$236,992	a few seconds ago	an hour ago
SORA	32ga4pCjWS5Z12FJYipJFCZvVPfDy2F7QAQGgdBTUFdJ	5.4x	$297,862	a few seconds ago	an hour ago
SORA	32ga4pCjWS5Z12FJYipJFCZvVPfDy2F7QAQGgdBTUFdJ	6.1x	$333,045	a few seconds ago	an hour ago
SORA	32ga4pCjWS5Z12FJYipJFCZvVPfDy2F7QAQGgdBTUFdJ	7.2x	$397,013	a few seconds ago	an hour ago
SORA	32ga4pCjWS5Z12FJYipJFCZvVPfDy2F7QAQGgdBTUFdJ	8.2x	$449,107	a few seconds ago	2 hours ago
SORA	32ga4pCjWS5Z12FJYipJFCZvVPfDy2F7QAQGgdBTUFdJ	9.8x	$540,598	a few seconds ago	2 hours ago
SORA	32ga4pCjWS5Z12FJYipJFCZvVPfDy2F7QAQGgdBTUFdJ	10.1x	$553,041	a few seconds ago	2 hours ago
SORA	32ga4pCjWS5Z12FJYipJFCZvVPfDy2F7QAQGgdBTUFdJ	11.3x	$618,700	a few seconds ago	2 hours ago
SORA	32ga4pCjWS5Z12FJYipJFCZvVPfDy2F7QAQGgdBTUFdJ	12.0x	$661,441	a few seconds ago	2 hours ago
SORA	32ga4pCjWS5Z12FJYipJFCZvVPfDy2F7QAQGgdBTUFdJ	13.3x	$730,864	a few seconds ago	2 hours ago
SORA	32ga4pCjWS5Z12FJYipJFCZvVPfDy2F7QAQGgdBTUFdJ	14.9x	$819,415	a few seconds ago	3 hours ago
SORA	32ga4pCjWS5Z12FJYipJFCZvVPfDy2F7QAQGgdBTUFdJ	15.7x	$861,669	a few seconds ago	3 hours ago
BLEPE	0xf3617e8a04265160b9ee10253a2c78565571cb76	8.1x	$1,154,552	a few seconds ago	a day ago
$BENDOG	AHW5N8iqZobTcBepkSJzZ61XtAuSzBDcpxtrLG6KUKPk	2.0x	$6,338,245	a few seconds ago	21 hours ago
PEPERUN	7KkfxrcMCL3vqEWDjNMzbocxoxbSW6hSMG4i3ChWsBDX	2.8x	$96,836	a few seconds ago	15 minutes ago
PEPERUN	7KkfxrcMCL3vqEWDjNMzbocxoxbSW6hSMG4i3ChWsBDX	3.0x	$105,579	a few seconds ago	26 minutes ago
$MOAI	7NQSHjuEGENZDWfSvPZz7oP2D6c5Jc3LjFC6uh179ufr	4.1x	$2,451,445	a few seconds ago	23 days ago
$BENDOG	AHW5N8iqZobTcBepkSJzZ61XtAuSzBDcpxtrLG6KUKPk	3.1x	$9,463,803	a few seconds ago	2 days ago
$BENDOG	AHW5N8iqZobTcBepkSJzZ61XtAuSzBDcpxtrLG6KUKPk	4.1x	$12,765,330	a few seconds ago	2 days ago
KERMIT	4FFCmhc8SyjdTTRN4hgw6pjhjUrPz39VboEbi7QfFX9K	2.2x	$92,053	a few seconds ago	an hour ago
BENDOG	AHW5N8iqZobTcBepkSJzZ61XtAuSzBDcpxtrLG6KUKPk	5.0x	$15,579,432	a few seconds ago	2 days ago
BENITA	EqGwQPjfuWsCVRixaEn6DSbXPahotAbsenCfkX3he7Mf	2.9x	$67,865	a few seconds ago	3 minutes ago
BENITA	EqGwQPjfuWsCVRixaEn6DSbXPahotAbsenCfkX3he7Mf	3.5x	$80,945	a few seconds ago	5 minutes ago
BENITA	EqGwQPjfuWsCVRixaEn6DSbXPahotAbsenCfkX3he7Mf	4.1x	$96,946	a few seconds ago	6 minutes ago
$BENITA	EqGwQPjfuWsCVRixaEn6DSbXPahotAbsenCfkX3he7Mf	5.0x	$117,088	a few seconds ago	an hour ago
$BENITA	EqGwQPjfuWsCVRixaEn6DSbXPahotAbsenCfkX3he7Mf	6.1x	$142,111	a few seconds ago	an hour ago
BENITA	EqGwQPjfuWsCVRixaEn6DSbXPahotAbsenCfkX3he7Mf	7.4x	$172,188	a few seconds ago	an hour ago
$BENITA	EqGwQPjfuWsCVRixaEn6DSbXPahotAbsenCfkX3he7Mf	8.3x	$194,043	a few seconds ago	an hour ago
XMAIL	DBjUZk3xt51V7Ru6WGNAg26qw9rEDab9F6juTkh9abA4	9.5x	$379,795	a few seconds ago	34 minutes ago
XMAIL	DBjUZk3xt51V7Ru6WGNAg26qw9rEDab9F6juTkh9abA4	11.5x	$457,633	a few seconds ago	35 minutes ago
XMAIL	DBjUZk3xt51V7Ru6WGNAg26qw9rEDab9F6juTkh9abA4	12.5x	$497,577	a few seconds ago	an hour ago
XMAIL	DBjUZk3xt51V7Ru6WGNAg26qw9rEDab9F6juTkh9abA4	13.4x	$534,959	a few seconds ago	an hour ago
XMAIL	DBjUZk3xt51V7Ru6WGNAg26qw9rEDab9F6juTkh9abA4	15.8x	$628,925	a few seconds ago	an hour ago
XMAIL	DBjUZk3xt51V7Ru6WGNAg26qw9rEDab9F6juTkh9abA4	20.0x	$798,235	a few seconds ago	an hour ago
GTROK	0xd78cb66b3affd27569782737fa5b842277e1add7	2.5x	$78,169	a few seconds ago	a minute ago
GTROK	0xd78cb66b3affd27569782737fa5b842277e1add7	3.5x	$109,872	a few seconds ago	5 minutes ago
GTROK	0xd78cb66b3affd27569782737fa5b842277e1add7	4.6x	$144,229	a few seconds ago	5 minutes ago
GTROK	0xd78cb66b3affd27569782737fa5b842277e1add7	8.5x	$263,081	a few seconds ago	6 minutes ago
GTROK	0xd78cb66b3affd27569782737fa5b842277e1add7	15.3x	$474,094	a few seconds ago	8 minutes ago
$GTROK	0xd78cb66b3affd27569782737fa5b842277e1add7	16.4x	$508,786	a few seconds ago	19 minutes ago
GTROK	0xd78cb66b3affd27569782737fa5b842277e1add7	18.2x	$565,984	a few seconds ago	21 minutes ago
GTROK	0xd78cb66b3affd27569782737fa5b842277e1add7	19.2x	$596,575	a few seconds ago	37 minutes ago
GTROK	0xd78cb66b3affd27569782737fa5b842277e1add7	21.1x	$655,549	a few seconds ago	an hour ago
GTROK	0xd78cb66b3affd27569782737fa5b842277e1add7	31.3x	$973,344	a few seconds ago	an hour ago
GTROK	0xd78cb66b3affd27569782737fa5b842277e1add7	34.9x	$1,084,904	a few seconds ago	an hour ago
GTROK	0xd78cb66b3affd27569782737fa5b842277e1add7	39.2x	$1,218,237	a few seconds ago	an hour ago
$CHAT	947tEoG318GUmyjVYhraNRvWpMX7fpBTDQFBoJvSkSG3	2.1x	$4,897,692	a few seconds ago	18 hours ago
$PEPE2.0	Dq34EV9gCb6obUh99i4VgZFUFeMRTTBEj4diShsSZGEF	2.1	$55,450	a few seconds ago	5 minutes ago
$PEPE2.0	Dq34EV9gCb6obUh99i4VgZFUFeMRTTBEj4diShsSZGEF	3.1	$81,741	a few seconds ago	14 minutes ago
$CHAT	947tEoG318GUmyjVYhraNRvWpMX7fpBTDQFBoJvSkSG3	3.0x	$7,193,953	a few seconds ago	a day ago
$PEPE2.0	Dq34EV9gCb6obUh99i4VgZFUFeMRTTBEj4diShsSZGEF	4.2	$111,267	a few seconds ago	3 hours ago
$PEPE2.0	Dq34EV9gCb6obUh99i4VgZFUFeMRTTBEj4diShsSZGEF	5.4	$142,844	a few seconds ago	3 hours ago
$PEPE2.0	Dq34EV9gCb6obUh99i4VgZFUFeMRTTBEj4diShsSZGEF	6.0x	$159,248	a few seconds ago	4 hours ago
$PEPE2.0	Dq34EV9gCb6obUh99i4VgZFUFeMRTTBEj4diShsSZGEF	7.4x	$195,115	a few seconds ago	4 hours ago
$PEPE2.0	Dq34EV9gCb6obUh99i4VgZFUFeMRTTBEj4diShsSZGEF	8.1	$212,210	a few seconds ago	4 hours ago
pepe	CnsqZytbPCem5x6dnyx3SvmWwQo8Pde1pbRavZHhUUDt	2.1	$41,837	a few seconds ago	15 minutes ago
PAPA	35CthCqzK5fewT4Wi8jYyHYNDca1aNQeVoz2JH2Q8HkR	2.1x	$61,515	a few seconds ago	7 minutes ago
PAPA	35CthCqzK5fewT4Wi8jYyHYNDca1aNQeVoz2JH2Q8HkR	3.1x	$89,435	a few seconds ago	34 minutes ago
PAPA	35CthCqzK5fewT4Wi8jYyHYNDca1aNQeVoz2JH2Q8HkR	4.1x	$118,721	a few seconds ago	42 minutes ago
PAPA	35CthCqzK5fewT4Wi8jYyHYNDca1aNQeVoz2JH2Q8HkR	5.3x	$155,848	a few seconds ago	an hour ago
PAPA	35CthCqzK5fewT4Wi8jYyHYNDca1aNQeVoz2JH2Q8HkR	6.3x	$182,536	a few seconds ago	an hour ago
$PAPA	35CthCqzK5fewT4Wi8jYyHYNDca1aNQeVoz2JH2Q8HkR	7.1x	$205,909	a few seconds ago	an hour ago
PAPA	35CthCqzK5fewT4Wi8jYyHYNDca1aNQeVoz2JH2Q8HkR	8.2x	$239,488	a few seconds ago	an hour ago
$PAPA	35CthCqzK5fewT4Wi8jYyHYNDca1aNQeVoz2JH2Q8HkR	9.6x	$280,324	a few seconds ago	an hour ago
$PAPA	35CthCqzK5fewT4Wi8jYyHYNDca1aNQeVoz2JH2Q8HkR	10.0x	$292,270	a few seconds ago	an hour ago
$PAPA	35CthCqzK5fewT4Wi8jYyHYNDca1aNQeVoz2JH2Q8HkR	11.5x	$336,359	a few seconds ago	2 hours ago
$PAPA	35CthCqzK5fewT4Wi8jYyHYNDca1aNQeVoz2JH2Q8HkR	14.4x	$420,498	a few seconds ago	2 hours ago
$PAPA	35CthCqzK5fewT4Wi8jYyHYNDca1aNQeVoz2JH2Q8HkR	15.2x	$444,338	a few seconds ago	2 hours ago
$PAPA	35CthCqzK5fewT4Wi8jYyHYNDca1aNQeVoz2JH2Q8HkR	16.1x	$469,900	a few seconds ago	2 hours ago
$PAPA	35CthCqzK5fewT4Wi8jYyHYNDca1aNQeVoz2JH2Q8HkR	16.09x	$292,985	No Data Yet	$29,196
$PAPA	35CthCqzK5fewT4Wi8jYyHYNDca1aNQeVoz2JH2Q8HkR	17.6x	$514,742	a few seconds ago	4 hours ago
PAPA	35CthCqzK5fewT4Wi8jYyHYNDca1aNQeVoz2JH2Q8HkR	18.3x	$533,116	a few seconds ago	5 hours ago
$PAPA	35CthCqzK5fewT4Wi8jYyHYNDca1aNQeVoz2JH2Q8HkR	19.9x	$579,586	a few seconds ago	5 hours ago
PAPA	35CthCqzK5fewT4Wi8jYyHYNDca1aNQeVoz2JH2Q8HkR	20.1x	$588,179	a few seconds ago	5 hours ago
$NINJA	2xP43MawHfU7pwPUmvkc6AUWg4GX8xPQLTGMkSZfCEJT	2.3x	$782,659	a few seconds ago	3 hours ago
$NINJA	2xP43MawHfU7pwPUmvkc6AUWg4GX8xPQLTGMkSZfCEJT	3.2x	$1,104,434	a few seconds ago	3 hours ago
$NINJA	2xP43MawHfU7pwPUmvkc6AUWg4GX8xPQLTGMkSZfCEJT	4.0x	$1,376,973	a few seconds ago	3 hours ago
$NINJA	2xP43MawHfU7pwPUmvkc6AUWg4GX8xPQLTGMkSZfCEJT	5.4x	$1,833,864	a few seconds ago	3 hours ago
$PAPA	35CthCqzK5fewT4Wi8jYyHYNDca1aNQeVoz2JH2Q8HkR	24.2x	$705,976	a few seconds ago	7 hours ago
$NINJA	2xP43MawHfU7pwPUmvkc6AUWg4GX8xPQLTGMkSZfCEJT	6.1x	$2,070,803	a few seconds ago	8 hours ago
$NINJA	2xP43MawHfU7pwPUmvkc6AUWg4GX8xPQLTGMkSZfCEJT	7.1x	$2,422,115	a few seconds ago	8 hours ago
$BLOB	5LpRwgPwrNePQgZ9Qy6nSbFQP6iomCXbqmA1kSTWfmby	2.2x	$258,521	a few seconds ago	an hour ago
$NINJA	2xP43MawHfU7pwPUmvkc6AUWg4GX8xPQLTGMkSZfCEJT	8.2x	$2,800,146	a few seconds ago	8 hours ago
GTROK	0xd78cb66b3affd27569782737fa5b842277e1add7	41.2x	$1,281,064	a few seconds ago	a day ago
GTROK	0xd78cb66b3affd27569782737fa5b842277e1add7	43.8x	$1,360,668	a few seconds ago	a day ago
$GTROK	0xd78cb66b3affd27569782737fa5b842277e1add7	47.0x	$1,461,165	a few seconds ago	a day ago
